num_factura,fecha_venta,producto,vendedor,cliente,cantidad
775,2022-01-03,44,30,106,3
775,2022-01-03,6,30,106,1
775,2022-01-03,29,30,106,3
775,2022-01-03,54,30,106,4
776,2022-02-06,55,10,33,1
776,2022-02-06,9,10,33,4
776,2022-02-06,46,10,33,4
777,2022-08-24,50,37,30,3
777,2022-08-24,16,37,30,4
778,2024-11-03,54,14,53,4
779,2023-03-27,4,17,20,2
780,2023-01-28,21,33,62,1
780,2023-01-28,27,33,62,3
781,2025-02-07,42,34,47,3
782,2024-01-21,46,22,20,2
782,2024-01-21,24,22,20,1
782,2024-01-21,16,22,20,1
782,2024-01-21,38,22,20,2
782,2024-01-21,37,22,20,3
783,2022-05-14,32,27,117,1
783,2022-05-14,29,27,117,4
784,2023-06-09,57,37,59,2
784,2023-06-09,39,37,59,2
785,2024-12-31,11,4,44,2
786,2023-11-05,36,43,80,4
786,2023-11-05,56,43,80,3
786,2023-11-05,5,43,80,1
786,2023-11-05,50,43,80,4
787,2023-06-27,46,2,66,4
787,2023-06-27,2,2,66,1
787,2023-06-27,5,2,66,4
788,2024-01-12,41,8,35,3
788,2024-01-12,34,8,35,1
788,2024-01-12,18,8,35,4
788,2024-01-12,47,8,35,3
789,2022-06-06,58,39,117,4
789,2022-06-06,57,39,117,3
789,2022-06-06,15,39,117,3
789,2022-06-06,14,39,117,2
789,2022-06-06,19,39,117,2
790,2026-01-12,9,48,102,2
790,2026-01-12,33,48,102,4
790,2026-01-12,6,48,102,1
791,2023-03-23,43,47,86,1
791,2023-03-23,58,47,86,4
792,2025-11-05,55,5,54,4
792,2025-11-05,53,5,54,1
792,2025-11-05,56,5,54,1
792,2025-11-05,14,5,54,3
793,2023-01-16,20,22,100,1
793,2023-01-16,18,22,100,2
793,2023-01-16,47,22,100,3
793,2023-01-16,55,22,100,1
794,2022-08-14,6,45,38,1
794,2022-08-14,37,45,38,4
795,2023-01-21,34,46,57,3
795,2023-01-21,25,46,57,3
796,2025-12-03,16,3,73,4
796,2025-12-03,40,3,73,2
797,2024-11-21,47,3,39,1
797,2024-11-21,35,3,39,2
798,2023-08-09,43,11,71,4
798,2023-08-09,58,11,71,1
799,2023-03-26,58,27,1,3
799,2023-03-26,25,27,1,1
799,2023-03-26,4,27,1,3
799,2023-03-26,1,27,1,1
799,2023-03-26,27,27,1,2
800,2022-09-15,43,24,79,4
801,2025-11-20,8,2,73,4
802,2025-07-29,55,28,102,1
803,2024-04-26,12,41,66,4
804,2024-07-09,55,7,106,3
804,2024-07-09,29,7,106,2
805,2024-07-25,50,21,88,3
805,2024-07-25,6,21,88,2
805,2024-07-25,55,21,88,3
805,2024-07-25,21,21,88,4
805,2024-07-25,2,21,88,4
806,2024-11-20,2,46,78,1
806,2024-11-20,17,46,78,1
806,2024-11-20,38,46,78,2
806,2024-11-20,53,46,78,2
807,2023-11-08,55,18,119,2
807,2023-11-08,18,18,119,1
807,2023-11-08,40,18,119,3
807,2023-11-08,58,18,119,4
807,2023-11-08,59,18,119,4
808,2024-01-28,49,1,54,4
808,2024-01-28,21,1,54,2
808,2024-01-28,4,1,54,1
809,2024-01-11,38,40,8,1
809,2024-01-11,39,40,8,4
809,2024-01-11,6,40,8,1
809,2024-01-11,20,40,8,2
809,2024-01-11,60,40,8,2
810,2022-12-27,12,9,9,1
810,2022-12-27,24,9,9,4
810,2022-12-27,19,9,9,2
810,2022-12-27,28,9,9,3
811,2024-09-19,41,39,52,3
811,2024-09-19,51,39,52,2
811,2024-09-19,26,39,52,3
812,2024-10-28,37,26,42,1
812,2024-10-28,47,26,42,4
812,2024-10-28,11,26,42,1
812,2024-10-28,50,26,42,3
813,2022-12-08,4,27,57,1
813,2022-12-08,6,27,57,4
813,2022-12-08,22,27,57,4
813,2022-12-08,25,27,57,3
814,2023-09-29,45,46,47,3
814,2023-09-29,31,46,47,3
814,2023-09-29,57,46,47,3
814,2023-09-29,35,46,47,4
815,2023-11-30,42,1,17,3
815,2023-11-30,37,1,17,4
815,2023-11-30,49,1,17,3
815,2023-11-30,4,1,17,4
816,2025-09-08,30,33,118,2
816,2025-09-08,51,33,118,1
816,2025-09-08,2,33,118,3
816,2025-09-08,40,33,118,4
817,2024-04-19,58,8,33,2
818,2023-04-10,4,28,48,1
818,2023-04-10,40,28,48,3
818,2023-04-10,24,28,48,4
819,2025-07-04,44,47,43,3
820,2025-11-30,35,11,38,3
820,2025-11-30,26,11,38,4
821,2023-07-18,60,40,28,4
821,2023-07-18,56,40,28,4
821,2023-07-18,42,40,28,4
821,2023-07-18,47,40,28,1
822,2023-04-06,39,10,94,2
822,2023-04-06,40,10,94,4
822,2023-04-06,11,10,94,3
823,2022-12-14,4,28,84,1
823,2022-12-14,6,28,84,3
824,2024-09-03,38,6,20,2
824,2024-09-03,14,6,20,1
825,2026-01-12,7,40,49,3
825,2026-01-12,34,40,49,3
825,2026-01-12,17,40,49,4
825,2026-01-12,5,40,49,1
826,2022-09-22,34,41,41,3
826,2022-09-22,41,41,41,3
826,2022-09-22,50,41,41,4
826,2022-09-22,26,41,41,4
827,2024-12-05,37,16,5,4
827,2024-12-05,12,16,5,1
827,2024-12-05,25,16,5,2
827,2024-12-05,9,16,5,1
828,2022-08-30,60,46,21,4
828,2022-08-30,45,46,21,1
828,2022-08-30,9,46,21,1
828,2022-08-30,52,46,21,4
829,2024-07-26,16,34,92,2
829,2024-07-26,10,34,92,3
829,2024-07-26,21,34,92,2
829,2024-07-26,26,34,92,3
830,2022-05-27,43,14,117,1
831,2025-05-22,3,21,52,3
831,2025-05-22,26,21,52,2
832,2023-06-17,8,14,110,4
833,2023-10-23,32,2,15,2
833,2023-10-23,18,2,15,3
834,2024-12-12,11,41,2,4
834,2024-12-12,39,41,2,1
835,2024-11-17,23,13,41,4
836,2024-10-30,53,24,119,3
836,2024-10-30,20,24,119,2
836,2024-10-30,52,24,119,3
836,2024-10-30,10,24,119,3
836,2024-10-30,2,24,119,2
837,2024-03-10,53,30,49,2
837,2024-03-10,4,30,49,2
837,2024-03-10,7,30,49,2
838,2024-05-30,9,8,91,3
838,2024-05-30,17,8,91,1
838,2024-05-30,50,8,91,4
838,2024-05-30,28,8,91,3
838,2024-05-30,10,8,91,4
839,2023-12-22,41,30,53,3
839,2023-12-22,30,30,53,1
839,2023-12-22,12,30,53,3
840,2025-10-05,36,23,14,1
841,2024-01-24,46,44,117,3
842,2023-03-04,9,46,79,4
843,2024-11-23,59,12,90,3
843,2024-11-23,54,12,90,2
843,2024-11-23,30,12,90,1
843,2024-11-23,15,12,90,4
844,2022-10-02,43,12,35,3
844,2022-10-02,24,12,35,4
845,2024-04-20,59,42,12,3
845,2024-04-20,16,42,12,4
845,2024-04-20,39,42,12,1
846,2025-08-20,40,30,109,1
846,2025-08-20,4,30,109,1
847,2023-07-11,49,40,102,3
848,2022-03-08,21,46,72,1
848,2022-03-08,55,46,72,2
848,2022-03-08,7,46,72,1
848,2022-03-08,10,46,72,4
849,2024-06-18,39,13,33,2
849,2024-06-18,12,13,33,3
849,2024-06-18,28,13,33,1
850,2023-02-13,34,42,93,3
850,2023-02-13,47,42,93,2
850,2023-02-13,50,42,93,3
850,2023-02-13,32,42,93,2
851,2025-06-16,55,32,57,3
851,2025-06-16,59,32,57,1
851,2025-06-16,35,32,57,1
852,2024-02-06,1,48,26,4
852,2024-02-06,24,48,26,4
852,2024-02-06,16,48,26,3
852,2024-02-06,21,48,26,1
853,2023-10-14,58,1,37,2
853,2023-10-14,22,1,37,1
853,2023-10-14,34,1,37,4
853,2023-10-14,39,1,37,3
854,2022-12-09,49,38,81,2
854,2022-12-09,16,38,81,1
854,2022-12-09,22,38,81,1
854,2022-12-09,25,38,81,3
854,2022-12-09,2,38,81,1
855,2022-03-28,29,10,29,4
856,2023-11-20,4,38,36,1
856,2023-11-20,38,38,36,2
856,2023-11-20,43,38,36,1
857,2024-01-16,13,1,75,2
857,2024-01-16,33,1,75,2
857,2024-01-16,7,1,75,3
857,2024-01-16,42,1,75,3
857,2024-01-16,18,1,75,3
858,2022-03-05,45,19,64,4
859,2022-12-21,26,42,74,3
859,2022-12-21,51,42,74,4
860,2022-06-12,48,15,27,3
860,2022-06-12,23,15,27,1
860,2022-06-12,59,15,27,2
860,2022-06-12,20,15,27,4
861,2024-12-14,50,31,116,4
861,2024-12-14,23,31,116,4
861,2024-12-14,19,31,116,4
862,2024-04-27,17,18,86,2
862,2024-04-27,39,18,86,4
863,2023-09-01,18,5,16,1
863,2023-09-01,49,5,16,4
863,2023-09-01,10,5,16,1
863,2023-09-01,41,5,16,1
863,2023-09-01,59,5,16,2
864,2025-01-25,22,25,23,3
864,2025-01-25,24,25,23,2
864,2025-01-25,20,25,23,4
864,2025-01-25,14,25,23,3
865,2024-03-26,57,48,85,2
865,2024-03-26,56,48,85,1
865,2024-03-26,16,48,85,4
865,2024-03-26,35,48,85,4
866,2022-06-11,37,40,28,2
866,2022-06-11,5,40,28,2
866,2022-06-11,41,40,28,3
866,2022-06-11,10,40,28,3
867,2023-11-30,3,10,41,1
868,2025-06-18,52,16,43,3
868,2025-06-18,13,16,43,2
868,2025-06-18,31,16,43,3
869,2022-08-24,51,38,43,1
869,2022-08-24,8,38,43,4
869,2022-08-24,20,38,43,4
869,2022-08-24,50,38,43,3
870,2022-02-20,24,7,46,1
870,2022-02-20,27,7,46,4
870,2022-02-20,40,7,46,4
871,2022-12-10,28,12,59,4
871,2022-12-10,17,12,59,1
872,2024-09-19,25,1,91,4
872,2024-09-19,50,1,91,1
873,2023-08-23,6,45,18,2
873,2023-08-23,9,45,18,4
874,2025-11-03,10,26,56,4
874,2025-11-03,58,26,56,1
874,2025-11-03,30,26,56,3
874,2025-11-03,6,26,56,2
875,2023-07-13,34,15,84,3
876,2022-08-28,13,43,6,3
876,2022-08-28,56,43,6,1
876,2022-08-28,23,43,6,1
877,2024-09-01,27,10,91,1
877,2024-09-01,4,10,91,2
877,2024-09-01,47,10,91,4
877,2024-09-01,55,10,91,2
878,2025-08-18,59,18,48,4
879,2024-04-07,28,22,52,1
880,2025-11-21,4,42,47,4
880,2025-11-21,48,42,47,2
880,2025-11-21,1,42,47,2
880,2025-11-21,30,42,47,1
880,2025-11-21,10,42,47,2
881,2024-12-17,33,12,92,1
881,2024-12-17,42,12,92,3
881,2024-12-17,10,12,92,2
882,2024-01-07,59,5,93,4
882,2024-01-07,20,5,93,4
882,2024-01-07,3,5,93,3
882,2024-01-07,47,5,93,4
882,2024-01-07,42,5,93,1
883,2023-02-28,9,34,102,1
883,2023-02-28,23,34,102,2
884,2024-07-19,31,12,43,4
884,2024-07-19,48,12,43,2
884,2024-07-19,16,12,43,2
884,2024-07-19,37,12,43,1
885,2025-01-31,1,50,93,3
885,2025-01-31,19,50,93,3
885,2025-01-31,41,50,93,2
885,2025-01-31,25,50,93,2
886,2025-01-17,26,27,36,4
886,2025-01-17,58,27,36,3
886,2025-01-17,12,27,36,4
887,2023-07-16,49,36,61,3
887,2023-07-16,40,36,61,2
887,2023-07-16,42,36,61,2
888,2024-11-05,9,23,108,1
888,2024-11-05,10,23,108,4
889,2025-04-12,11,6,37,2
889,2025-04-12,45,6,37,3
889,2025-04-12,39,6,37,1
889,2025-04-12,26,6,37,3
889,2025-04-12,41,6,37,1
890,2024-01-24,28,15,113,1
890,2024-01-24,5,15,113,2
891,2023-12-03,44,14,42,2
891,2023-12-03,8,14,42,1
891,2023-12-03,36,14,42,1
891,2023-12-03,13,14,42,3
892,2024-05-18,8,2,78,3
892,2024-05-18,20,2,78,1
892,2024-05-18,7,2,78,4
893,2024-01-26,15,10,53,3
893,2024-01-26,57,10,53,3
894,2022-09-21,42,41,25,3
894,2022-09-21,3,41,25,2
895,2023-02-06,8,11,59,4
895,2023-02-06,50,11,59,4
895,2023-02-06,59,11,59,3
895,2023-02-06,39,11,59,4
895,2023-02-06,18,11,59,3
896,2024-06-20,36,1,89,4
896,2024-06-20,60,1,89,2
896,2024-06-20,2,1,89,1
896,2024-06-20,39,1,89,1
896,2024-06-20,22,1,89,4
897,2024-07-09,55,26,16,2
897,2024-07-09,10,26,16,1
897,2024-07-09,56,26,16,3
897,2024-07-09,1,26,16,4
898,2024-02-14,41,43,87,1
898,2024-02-14,43,43,87,4
898,2024-02-14,17,43,87,1
898,2024-02-14,52,43,87,3
898,2024-02-14,30,43,87,3
899,2022-12-23,9,12,55,3
900,2024-03-17,7,50,95,1
900,2024-03-17,48,50,95,2
900,2024-03-17,17,50,95,2
900,2024-03-17,1,50,95,3
901,2022-12-13,57,49,75,2
901,2022-12-13,52,49,75,3
902,2023-04-06,43,23,32,2
902,2023-04-06,14,23,32,3
902,2023-04-06,36,23,32,2
902,2023-04-06,17,23,32,1
903,2022-04-18,33,29,74,3
903,2022-04-18,46,29,74,2
903,2022-04-18,14,29,74,2
903,2022-04-18,28,29,74,2
903,2022-04-18,19,29,74,4
904,2023-08-15,7,20,113,4
904,2023-08-15,18,20,113,1
904,2023-08-15,35,20,113,1
904,2023-08-15,2,20,113,2
904,2023-08-15,39,20,113,2
905,2024-03-25,23,34,74,1
905,2024-03-25,52,34,74,3
905,2024-03-25,15,34,74,3
906,2023-05-11,33,48,14,3
906,2023-05-11,13,48,14,2
907,2022-09-17,52,7,11,1
907,2022-09-17,48,7,11,1
908,2023-04-28,35,39,29,2
908,2023-04-28,10,39,29,3
909,2022-12-29,56,31,64,1
909,2022-12-29,23,31,64,1
909,2022-12-29,25,31,64,3
909,2022-12-29,19,31,64,2
909,2022-12-29,2,31,64,3
910,2022-01-20,50,10,19,3
910,2022-01-20,3,10,19,2
910,2022-01-20,19,10,19,3
911,2025-01-22,60,27,58,2
912,2023-06-12,21,42,19,1
913,2024-02-12,29,17,3,4
913,2024-02-12,33,17,3,1
913,2024-02-12,34,17,3,3
913,2024-02-12,43,17,3,1
913,2024-02-12,12,17,3,2
914,2025-01-29,30,21,48,2
914,2025-01-29,53,21,48,3
915,2023-07-03,16,35,75,1
915,2023-07-03,43,35,75,3
915,2023-07-03,29,35,75,3
915,2023-07-03,27,35,75,3
916,2025-06-24,48,24,40,3
916,2025-06-24,47,24,40,2
916,2025-06-24,59,24,40,4
917,2025-01-25,10,17,74,4
918,2023-01-26,54,5,74,1
918,2023-01-26,43,5,74,4
918,2023-01-26,32,5,74,1
918,2023-01-26,23,5,74,3
918,2023-01-26,60,5,74,4
919,2024-03-25,4,8,62,4
919,2024-03-25,10,8,62,1
919,2024-03-25,19,8,62,4
919,2024-03-25,36,8,62,2
919,2024-03-25,57,8,62,1
920,2023-06-17,43,17,27,4
920,2023-06-17,33,17,27,1
921,2025-01-05,1,48,15,4
921,2025-01-05,16,48,15,2
922,2025-06-09,19,49,111,4
923,2025-04-26,9,31,110,4
923,2025-04-26,40,31,110,1
923,2025-04-26,26,31,110,4
923,2025-04-26,13,31,110,3
923,2025-04-26,12,31,110,3
924,2023-11-02,37,24,104,2
924,2023-11-02,40,24,104,4
924,2023-11-02,44,24,104,4
925,2024-04-04,16,29,50,4
925,2024-04-04,29,29,50,2
925,2024-04-04,2,29,50,1
925,2024-04-04,31,29,50,3
925,2024-04-04,36,29,50,2
926,2022-01-22,11,10,75,1
926,2022-01-22,13,10,75,1
926,2022-01-22,17,10,75,3
926,2022-01-22,45,10,75,2
926,2022-01-22,10,10,75,3
927,2025-08-17,40,20,119,1
927,2025-08-17,31,20,119,4
928,2024-02-07,20,6,118,1
928,2024-02-07,25,6,118,1
928,2024-02-07,28,6,118,2
928,2024-02-07,5,6,118,2
928,2024-02-07,22,6,118,1
929,2025-06-11,30,4,6,4
929,2025-06-11,34,4,6,3
929,2025-06-11,38,4,6,3
929,2025-06-11,14,4,6,1
929,2025-06-11,13,4,6,1
930,2023-10-03,33,13,109,1
930,2023-10-03,13,13,109,1
930,2023-10-03,36,13,109,3
930,2023-10-03,29,13,109,3
930,2023-10-03,46,13,109,3
931,2024-02-20,29,39,95,3
931,2024-02-20,48,39,95,4
931,2024-02-20,13,39,95,4
932,2026-01-12,59,15,91,3
933,2022-11-26,10,15,25,4
933,2022-11-26,25,15,25,1
933,2022-11-26,57,15,25,1
933,2022-11-26,5,15,25,2
933,2022-11-26,41,15,25,1
934,2022-11-22,39,10,77,2
934,2022-11-22,29,10,77,2
935,2025-06-02,41,19,55,3
935,2025-06-02,5,19,55,4
935,2025-06-02,25,19,55,2
935,2025-06-02,20,19,55,3
936,2025-11-01,6,32,93,2
936,2025-11-01,58,32,93,4
936,2025-11-01,56,32,93,1
937,2025-10-19,58,42,50,1
937,2025-10-19,59,42,50,3
937,2025-10-19,32,42,50,2
937,2025-10-19,30,42,50,1
938,2024-02-12,25,47,111,3
938,2024-02-12,7,47,111,4
939,2024-09-29,37,2,93,4
939,2024-09-29,52,2,93,2
939,2024-09-29,53,2,93,4
939,2024-09-29,26,2,93,1
940,2024-08-11,1,15,55,3
940,2024-08-11,11,15,55,4
940,2024-08-11,52,15,55,1
940,2024-08-11,9,15,55,4
941,2023-03-31,30,5,83,3
941,2023-03-31,36,5,83,3
941,2023-03-31,56,5,83,3
942,2024-03-14,12,38,47,2
943,2022-10-05,20,17,28,1
943,2022-10-05,45,17,28,3
944,2022-06-08,18,1,10,2
944,2022-06-08,51,1,10,4
944,2022-06-08,10,1,10,3
944,2022-06-08,25,1,10,3
944,2022-06-08,11,1,10,2
945,2023-03-12,44,42,22,4
945,2023-03-12,12,42,22,2
945,2023-03-12,13,42,22,1
945,2023-03-12,53,42,22,2
945,2023-03-12,17,42,22,1
946,2023-05-30,2,23,67,1
946,2023-05-30,46,23,67,4
946,2023-05-30,23,23,67,3
946,2023-05-30,45,23,67,3
947,2025-01-12,34,37,54,4
947,2025-01-12,59,37,54,3
948,2024-04-30,15,10,36,1
948,2024-04-30,27,10,36,1
948,2024-04-30,24,10,36,1
948,2024-04-30,20,10,36,1
948,2024-04-30,1,10,36,1
949,2022-05-03,23,6,101,1
950,2022-06-24,11,9,63,4
950,2022-06-24,48,9,63,1
950,2022-06-24,23,9,63,4
950,2022-06-24,36,9,63,3
951,2022-09-25,5,22,18,3
952,2024-03-17,59,7,4,2
953,2024-07-21,36,38,21,3
953,2024-07-21,16,38,21,3
953,2024-07-21,41,38,21,3
953,2024-07-21,31,38,21,1
954,2024-07-26,10,22,117,3
954,2024-07-26,46,22,117,2
955,2026-02-03,23,1,41,3
955,2026-02-03,20,1,41,1
955,2026-02-03,28,1,41,2
955,2026-02-03,21,1,41,2
955,2026-02-03,55,1,41,2
956,2025-10-20,52,3,64,1
957,2024-06-09,14,26,15,2
958,2022-09-10,34,34,92,4
958,2022-09-10,44,34,92,3
958,2022-09-10,13,34,92,1
958,2022-09-10,57,34,92,3
958,2022-09-10,26,34,92,2
959,2025-06-03,38,10,110,2
959,2025-06-03,22,10,110,4
959,2025-06-03,32,10,110,4
959,2025-06-03,49,10,110,1
959,2025-06-03,27,10,110,1
960,2025-02-07,44,19,13,1
961,2025-09-19,4,25,72,1
962,2024-02-25,19,2,99,2
962,2024-02-25,29,2,99,1
962,2024-02-25,18,2,99,1
962,2024-02-25,27,2,99,2
963,2024-10-22,51,7,36,2
963,2024-10-22,34,7,36,3
963,2024-10-22,3,7,36,1
963,2024-10-22,32,7,36,1
964,2024-09-24,49,6,10,2
964,2024-09-24,34,6,10,2
964,2024-09-24,10,6,10,1
964,2024-09-24,6,6,10,2
964,2024-09-24,54,6,10,2
965,2024-06-27,26,38,90,2
965,2024-06-27,42,38,90,3
965,2024-06-27,45,38,90,3
965,2024-06-27,8,38,90,2
966,2023-05-10,2,22,82,2
966,2023-05-10,49,22,82,4
966,2023-05-10,42,22,82,3
966,2023-05-10,31,22,82,3
967,2024-04-10,25,27,59,2
967,2024-04-10,21,27,59,3
968,2024-09-08,28,30,23,2
968,2024-09-08,44,30,23,4
968,2024-09-08,46,30,23,1
968,2024-09-08,47,30,23,3
968,2024-09-08,20,30,23,2
969,2022-03-09,31,18,87,2
970,2022-07-23,48,37,49,4
970,2022-07-23,28,37,49,1
970,2022-07-23,53,37,49,1
970,2022-07-23,45,37,49,4
971,2025-03-23,26,23,89,2
971,2025-03-23,42,23,89,1
971,2025-03-23,31,23,89,2
972,2024-07-31,47,6,103,2
973,2023-12-22,15,39,25,3
973,2023-12-22,2,39,25,4
973,2023-12-22,16,39,25,3
973,2023-12-22,25,39,25,2
973,2023-12-22,35,39,25,2
974,2023-05-27,25,30,40,2
974,2023-05-27,27,30,40,3
974,2023-05-27,45,30,40,1
975,2024-01-26,13,28,65,4
976,2023-02-04,19,41,5,1
976,2023-02-04,24,41,5,3
976,2023-02-04,28,41,5,3
976,2023-02-04,56,41,5,4
977,2022-03-04,54,22,69,3
977,2022-03-04,39,22,69,4
977,2022-03-04,58,22,69,1
978,2023-02-21,35,30,26,2
978,2023-02-21,9,30,26,2
978,2023-02-21,56,30,26,2
978,2023-02-21,33,30,26,2
978,2023-02-21,1,30,26,1
979,2022-04-29,28,24,85,2
979,2022-04-29,13,24,85,2
979,2022-04-29,51,24,85,2
980,2025-01-02,22,13,52,4
980,2025-01-02,2,13,52,1
980,2025-01-02,8,13,52,4
980,2025-01-02,1,13,52,4
981,2023-10-09,18,48,88,4
982,2022-04-24,48,17,50,2
983,2024-11-23,14,48,69,2
983,2024-11-23,12,48,69,4
984,2022-12-15,22,23,12,1
984,2022-12-15,38,23,12,1
984,2022-12-15,17,23,12,1
985,2024-05-30,43,23,32,1
985,2024-05-30,13,23,32,3
985,2024-05-30,39,23,32,3
985,2024-05-30,34,23,32,2
986,2024-03-28,35,15,97,2
986,2024-03-28,10,15,97,4
987,2023-06-04,59,27,74,2
987,2023-06-04,17,27,74,2
988,2023-06-27,36,47,91,4
988,2023-06-27,20,47,91,4
988,2023-06-27,25,47,91,3
989,2023-10-18,25,2,98,4
989,2023-10-18,14,2,98,1
989,2023-10-18,60,2,98,2
989,2023-10-18,15,2,98,3
989,2023-10-18,30,2,98,1
990,2022-01-23,52,26,88,1
990,2022-01-23,14,26,88,4
990,2022-01-23,60,26,88,3
990,2022-01-23,58,26,88,2
991,2025-10-16,24,47,18,4
991,2025-10-16,9,47,18,2
991,2025-10-16,44,47,18,2
991,2025-10-16,13,47,18,4
991,2025-10-16,43,47,18,2
992,2022-01-14,3,3,75,3
992,2022-01-14,35,3,75,2
992,2022-01-14,39,3,75,1
992,2022-01-14,9,3,75,3
992,2022-01-14,34,3,75,4
993,2025-06-14,40,50,35,4
994,2024-07-12,49,10,13,2
994,2024-07-12,9,10,13,1
994,2024-07-12,53,10,13,4
994,2024-07-12,26,10,13,3
994,2024-07-12,37,10,13,1
995,2025-11-08,39,38,15,3
996,2023-08-26,55,3,84,1
996,2023-08-26,22,3,84,2
996,2023-08-26,51,3,84,1
997,2023-06-19,57,27,8,4
998,2025-10-14,58,14,28,4
998,2025-10-14,45,14,28,2
998,2025-10-14,10,14,28,3
998,2025-10-14,53,14,28,2
999,2023-07-03,35,14,28,1
999,2023-07-03,57,14,28,4
1000,2025-11-15,46,5,8,2
1000,2025-11-15,40,5,8,3
1000,2025-11-15,29,5,8,3
1000,2025-11-15,58,5,8,3
1000,2025-11-15,5,5,8,1
1001,2023-07-10,14,1,47,4
1001,2023-07-10,34,1,47,2
1001,2023-07-10,3,1,47,1
1001,2023-07-10,43,1,47,3
1002,2022-10-05,1,40,44,3
1002,2022-10-05,10,40,44,1
1003,2025-11-07,55,19,59,2
1003,2025-11-07,44,19,59,3
1003,2025-11-07,46,19,59,3
1003,2025-11-07,10,19,59,1
1003,2025-11-07,22,19,59,3
1004,2023-05-19,19,46,110,3
1004,2023-05-19,16,46,110,4
1004,2023-05-19,47,46,110,1
1005,2025-03-20,4,36,66,2
1005,2025-03-20,1,36,66,2
1006,2025-03-17,4,29,47,4
1007,2025-09-05,27,4,61,3
1007,2025-09-05,20,4,61,2
1008,2023-12-17,5,28,70,2
1009,2024-08-29,31,28,38,2
1009,2024-08-29,14,28,38,3
1009,2024-08-29,6,28,38,3
1010,2022-07-27,50,4,111,2
1010,2022-07-27,31,4,111,3
1010,2022-07-27,36,4,111,1
1010,2022-07-27,59,4,111,2
1010,2022-07-27,7,4,111,2
1011,2022-03-31,56,30,22,2
1011,2022-03-31,34,30,22,3
1011,2022-03-31,13,30,22,2
1012,2023-05-07,57,6,71,2
1012,2023-05-07,21,6,71,4
1012,2023-05-07,17,6,71,4
1012,2023-05-07,4,6,71,3
1013,2023-07-29,11,2,93,1
1013,2023-07-29,21,2,93,3
1013,2023-07-29,58,2,93,1
1013,2023-07-29,9,2,93,2
1014,2024-06-12,32,39,53,2
1014,2024-06-12,56,39,53,3
1015,2025-11-16,4,47,105,1
1015,2025-11-16,11,47,105,4
1015,2025-11-16,9,47,105,4
1015,2025-11-16,45,47,105,1
1015,2025-11-16,17,47,105,1
1016,2024-04-30,42,19,66,4
1016,2024-04-30,11,19,66,2
1016,2024-04-30,18,19,66,4
1016,2024-04-30,22,19,66,3
1017,2024-10-08,33,47,70,1
1017,2024-10-08,16,47,70,2
1017,2024-10-08,43,47,70,3
1017,2024-10-08,57,47,70,2
1017,2024-10-08,29,47,70,1
1018,2025-03-24,10,28,35,4
1018,2025-03-24,31,28,35,3
1018,2025-03-24,46,28,35,4
1019,2024-05-12,8,49,100,1
1019,2024-05-12,50,49,100,4
1020,2024-03-13,1,34,100,3
1020,2024-03-13,6,34,100,4
1020,2024-03-13,48,34,100,4
1020,2024-03-13,26,34,100,3
1021,2024-11-28,51,44,88,1
1022,2024-12-31,35,46,103,3
1022,2024-12-31,54,46,103,2
1022,2024-12-31,53,46,103,3
1022,2024-12-31,27,46,103,2
1022,2024-12-31,40,46,103,1
1023,2022-01-22,16,9,76,1
1023,2022-01-22,30,9,76,2
1024,2022-01-14,1,16,80,4
1024,2022-01-14,21,16,80,3
1024,2022-01-14,42,16,80,4
1025,2024-11-27,58,7,112,3
1025,2024-11-27,26,7,112,2
1025,2024-11-27,16,7,112,2
1025,2024-11-27,4,7,112,1
1025,2024-11-27,43,7,112,2
1026,2024-05-25,46,4,27,1
1027,2022-05-10,2,26,113,2
1027,2022-05-10,27,26,113,2
1027,2022-05-10,46,26,113,3
1028,2022-11-17,18,29,56,3
1028,2022-11-17,37,29,56,2
1029,2024-04-27,39,42,116,1
1030,2024-07-03,53,46,43,2
1030,2024-07-03,52,46,43,3
1030,2024-07-03,51,46,43,3
1031,2026-01-04,53,33,112,3
1031,2026-01-04,50,33,112,1
1031,2026-01-04,42,33,112,2
1031,2026-01-04,57,33,112,4
1031,2026-01-04,49,33,112,1
1032,2023-03-29,11,16,106,1
1032,2023-03-29,42,16,106,1
1032,2023-03-29,39,16,106,3
1032,2023-03-29,55,16,106,1
1032,2023-03-29,38,16,106,2
1033,2024-09-13,15,16,21,3
1034,2024-06-30,58,40,69,3
1034,2024-06-30,40,40,69,2
1034,2024-06-30,36,40,69,4
1034,2024-06-30,1,40,69,4
1035,2022-05-17,43,30,14,3
1035,2022-05-17,47,30,14,4
1035,2022-05-17,10,30,14,4
1035,2022-05-17,22,30,14,1
1035,2022-05-17,50,30,14,1
1036,2022-02-24,20,22,27,2
1036,2022-02-24,41,22,27,3
1036,2022-02-24,36,22,27,3
1036,2022-02-24,55,22,27,3
1037,2024-03-02,8,44,51,3
1037,2024-03-02,29,44,51,2
1037,2024-03-02,28,44,51,4
1038,2023-12-22,10,48,116,3
1039,2023-12-16,9,33,88,1
1039,2023-12-16,52,33,88,3
1039,2023-12-16,2,33,88,4
1040,2022-11-22,14,18,117,2
1040,2022-11-22,40,18,117,1
1041,2025-07-02,57,4,65,1
1041,2025-07-02,21,4,65,1
1041,2025-07-02,31,4,65,3
1042,2022-09-28,2,25,46,3
1042,2022-09-28,9,25,46,4
